9/2/2018,2:44 AM,26.6 °C,83 %,1015.1 hPa
9/2/2018,2:49 AM,26.6 °C,83 %,1015.1 hPa
9/2/2018,2:54 AM,26.6 °C,83 %,1015.1 hPa
9/2/2018,2:59 AM,26.6 °C,83 %,1015.1 hPa
9/2/2018,3:04 AM,26.6 °C,82 %,1014.8 hPa
9/2/2018,3:09 AM,26.6 °C,82 %,1014.8 hPa
9/2/2018,3:14 AM,26.7 °C,83 %,1014.8 hPa
9/2/2018,3:19 AM,26.7 °C,83 %,1015.1 hPa
9/2/2018,3:24 AM,26.6 °C,82 %,1014.8 hPa
9/2/2018,3:29 AM,26.6 °C,82 %,1014.8 hPa
9/2/2018,3:34 AM,26.6 °C,83 %,1015.1 hPa
9/2/2018,3:39 AM,26.6 °C,82 %,1015.1 hPa
9/2/2018,3:44 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,3:49 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,3:54 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,3:59 AM,26.4 °C,83 %,1015.1 hPa
9/2/2018,4:04 AM,26.4 °C,81 %,1015.1 hPa
9/2/2018,4:09 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,4:14 AM,26.2 °C,83 %,1015.1 hPa
9/2/2018,4:18 AM,26.2 °C,84 %,1015.1 hPa
9/2/2018,4:24 AM,26.2 °C,84 %,1015.1 hPa
9/2/2018,4:29 AM,26.3 °C,83 %,1015.1 hPa
9/2/2018,4:34 AM,26.3 °C,83 %,1015.1 hPa
9/2/2018,4:39 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,4:44 AM,26.3 °C,83 %,1015.1 hPa
9/2/2018,4:49 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,4:54 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,4:59 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,5:04 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,5:09 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,5:14 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,5:18 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,5:24 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,5:29 AM,26.4 °C,81 %,1015.1 hPa
9/2/2018,5:34 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,5:39 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,5:44 AM,26.4 °C,82 %,1015.1 hPa
9/2/2018,5:49 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,5:54 AM,26.3 °C,82 %,1015.1 hPa
9/2/2018,5:59 AM,26.3 °C,82 %,1015.5 hPa
9/2/2018,6:04 AM,26.3 °C,82 %,1015.5 hPa
9/2/2018,6:09 AM,26.3 °C,82 %,1015.5 hPa
9/2/2018,6:14 AM,26.3 °C,82 %,1015.5 hPa
9/2/2018,6:19 AM,26.3 °C,82 %,1015.5 hPa
9/2/2018,6:24 AM,26.3 °C,82 %,1015.5 hPa
9/2/2018,6:29 AM,26.3 °C,81 %,1015.5 hPa
9/2/2018,6:34 AM,26.6 °C,81 %,1015.5 hPa
9/2/2018,6:39 AM,26.9 °C,80 %,1015.8 hPa
9/2/2018,6:44 AM,27.2 °C,79 %,1015.8 hPa
9/2/2018,6:49 AM,27.3 °C,78 %,1015.8 hPa
9/2/2018,6:54 AM,27.4 °C,78 %,1015.8 hPa
9/2/2018,6:59 AM,27.6 °C,78 %,1015.8 hPa
9/2/2018,7:04 AM,27.7 °C,77 %,1015.8 hPa
9/2/2018,7:09 AM,27.8 °C,77 %,1015.8 hPa
9/2/2018,7:14 AM,27.9 °C,76 %,1015.8 hPa
9/2/2018,7:19 AM,28.1 °C,76 %,1015.8 hPa
9/2/2018,7:24 AM,28.1 °C,75 %,1015.8 hPa
9/2/2018,7:29 AM,28.2 °C,75 %,1015.8 hPa
9/2/2018,7:34 AM,28.2 °C,75 %,1015.8 hPa
9/2/2018,7:39 AM,28.2 °C,75 %,1016.1 hPa
9/2/2018,7:44 AM,28.4 °C,74 %,1016.1 hPa
9/2/2018,7:49 AM,28.5 °C,74 %,1016.1 hPa
9/2/2018,7:54 AM,28.8 °C,73 %,1016.1 hPa
9/2/2018,7:59 AM,28.9 °C,73 %,1016.1 hPa
9/2/2018,8:04 AM,29 °C,72 %,1016.5 hPa
9/2/2018,8:09 AM,28.9 °C,73 %,1016.5 hPa
9/2/2018,8:14 AM,29 °C,72 %,1016.5 hPa
9/2/2018,8:19 AM,29.1 °C,73 %,1016.5 hPa
9/2/2018,8:24 AM,29.1 °C,73 %,1016.5 hPa
9/2/2018,8:29 AM,29.4 °C,72 %,1016.5 hPa
9/2/2018,8:34 AM,29.4 °C,72 %,1016.5 hPa
9/2/2018,8:39 AM,29.2 °C,73 %,1016.5 hPa
9/2/2018,8:44 AM,29 °C,73 %,1016.5 hPa
9/2/2018,8:49 AM,29.1 °C,73 %,1016.5 hPa
9/2/2018,8:54 AM,29 °C,74 %,1016.5 hPa
9/2/2018,8:59 AM,28.5 °C,76 %,1016.5 hPa
9/2/2018,9:04 AM,28.6 °C,76 %,1016.5 hPa
9/2/2018,9:09 AM,28.8 °C,76 %,1016.5 hPa
9/2/2018,9:14 AM,29 °C,76 %,1016.5 hPa
9/2/2018,9:19 AM,29.1 °C,75 %,1016.8 hPa
9/2/2018,9:23 AM,28.9 °C,75 %,1016.8 hPa
9/2/2018,9:29 AM,29.1 °C,75 %,1016.5 hPa
9/2/2018,9:34 AM,29.2 °C,74 %,1016.8 hPa
9/2/2018,9:39 AM,29.1 °C,74 %,1016.8 hPa
9/2/2018,9:44 AM,29.2 °C,72 %,1016.8 hPa
9/2/2018,9:49 AM,29.3 °C,72 %,1016.8 hPa
9/2/2018,9:54 AM,29.4 °C,73 %,1016.8 hPa
9/2/2018,9:59 AM,29.4 °C,73 %,1016.8 hPa
9/2/2018,10:04 AM,29.4 °C,72 %,1016.8 hPa
9/2/2018,10:09 AM,29.3 °C,73 %,1016.8 hPa
9/2/2018,10:14 AM,29.2 °C,73 %,1016.5 hPa
9/2/2018,10:19 AM,29.2 °C,73 %,1016.8 hPa
9/2/2018,10:23 AM,29.1 °C,74 %,1016.5 hPa
9/2/2018,10:29 AM,29.3 °C,73 %,1016.8 hPa
9/2/2018,10:34 AM,29.2 °C,74 %,1016.5 hPa
9/2/2018,10:39 AM,29.2 °C,73 %,1016.5 hPa
9/2/2018,10:44 AM,29.1 °C,75 %,1016.5 hPa
9/2/2018,10:49 AM,29.2 °C,75 %,1016.5 hPa
9/2/2018,10:54 AM,29.2 °C,75 %,1016.5 hPa
9/2/2018,10:59 AM,29.3 °C,75 %,1016.5 hPa
9/2/2018,11:04 AM,29.2 °C,75 %,1016.5 hPa
9/2/2018,11:09 AM,29.3 °C,74 %,1016.5 hPa
9/2/2018,11:14 AM,29.3 °C,74 %,1016.5 hPa
9/2/2018,11:19 AM,29.2 °C,75 %,1016.1 hPa
9/2/2018,11:24 AM,29.3 °C,73 %,1016.1 hPa
9/2/2018,11:29 AM,29.3 °C,73 %,1016.1 hPa
9/2/2018,11:34 AM,29.2 °C,74 %,1016.1 hPa
9/2/2018,11:39 AM,29.1 °C,74 %,1016.1 hPa
9/2/2018,11:44 AM,29.1 °C,74 %,1015.8 hPa
9/2/2018,11:49 AM,29.3 °C,72 %,1016.1 hPa
9/2/2018,11:54 AM,29.4 °C,74 %,1015.8 hPa
9/2/2018,11:59 AM,29.5 °C,74 %,1015.8 hPa
9/2/2018,12:04 PM,29.6 °C,74 %,1015.8 hPa
9/2/2018,12:09 PM,29.4 °C,74 %,1015.8 hPa
9/2/2018,12:14 PM,29.4 °C,73 %,1015.8 hPa
9/2/2018,12:19 PM,29.4 °C,74 %,1015.8 hPa
9/2/2018,12:24 PM,29.4 °C,75 %,1015.8 hPa
9/2/2018,12:29 PM,29.6 °C,74 %,1015.8 hPa
9/2/2018,12:34 PM,29.6 °C,75 %,1015.8 hPa
9/2/2018,12:39 PM,29.4 °C,75 %,1015.5 hPa
9/2/2018,12:44 PM,29.3 °C,76 %,1015.5 hPa
9/2/2018,12:49 PM,29.3 °C,75 %,1015.5 hPa
9/2/2018,12:54 PM,29.3 °C,75 %,1015.5 hPa
9/2/2018,12:59 PM,29.2 °C,75 %,1015.5 hPa
9/2/2018,1:04 PM,29.2 °C,76 %,1015.5 hPa
9/2/2018,1:09 PM,29.3 °C,77 %,1015.1 hPa
9/2/2018,1:14 PM,29.3 °C,75 %,1015.1 hPa
9/2/2018,1:19 PM,29.4 °C,75 %,1015.1 hPa
9/2/2018,1:24 PM,29.3 °C,75 %,1015.1 hPa
9/2/2018,1:29 PM,29.2 °C,76 %,1015.1 hPa
9/2/2018,1:34 PM,29.1 °C,74 %,1015.1 hPa
9/2/2018,1:39 PM,29.3 °C,72 %,1015.1 hPa
9/2/2018,1:44 PM,29.3 °C,71 %,1015.1 hPa
9/2/2018,1:49 PM,29.3 °C,71 %,1015.1 hPa
9/2/2018,1:54 PM,29.4 °C,71 %,1015.1 hPa
9/2/2018,1:59 PM,29.3 °C,73 %,1015.1 hPa
9/2/2018,2:04 PM,29.4 °C,73 %,1015.1 hPa
9/2/2018,2:09 PM,29.4 °C,72 %,1014.8 hPa
9/2/2018,2:14 PM,29.5 °C,71 %,1014.8 hPa
9/2/2018,2:19 PM,29.6 °C,71 %,1014.8 hPa
9/2/2018,2:24 PM,29.8 °C,71 %,1014.8 hPa
9/2/2018,2:29 PM,29.8 °C,70 %,1014.8 hPa
9/2/2018,2:34 PM,29.9 °C,71 %,1014.8 hPa
9/2/2018,2:39 PM,29.7 °C,72 %,1014.8 hPa
9/2/2018,2:44 PM,29.6 °C,73 %,1014.8 hPa
9/2/2018,2:49 PM,29.5 °C,74 %,1014.4 hPa
9/2/2018,2:54 PM,29.4 °C,75 %,1014.4 hPa
9/2/2018,2:59 PM,29.4 °C,75 %,1014.4 hPa
9/2/2018,3:04 PM,29.4 °C,75 %,1014.4 hPa
9/2/2018,3:09 PM,29.4 °C,75 %,1014.4 hPa
9/2/2018,3:14 PM,29.5 °C,75 %,1014.4 hPa
9/2/2018,3:19 PM,29.4 °C,76 %,1014.1 hPa
9/2/2018,3:24 PM,29.3 °C,76 %,1014.1 hPa
9/2/2018,3:28 PM,29.3 °C,75 %,1014.1 hPa
9/2/2018,3:34 PM,29.4 °C,75 %,1014.1 hPa
9/2/2018,3:39 PM,29.6 °C,75 %,1014.1 hPa
9/2/2018,3:44 PM,29.6 °C,75 %,1014.1 hPa
9/2/2018,3:49 PM,29.3 °C,75 %,1014.1 hPa
9/2/2018,3:54 PM,29.3 °C,77 %,1014.1 hPa
9/2/2018,3:59 PM,29.6 °C,76 %,1014.1 hPa
9/2/2018,4:04 PM,29.6 °C,76 %,1014.4 hPa
9/2/2018,4:09 PM,29.7 °C,75 %,1014.1 hPa
9/2/2018,4:14 PM,29.5 °C,76 %,1014.1 hPa
9/2/2018,4:19 PM,29.7 °C,76 %,1014.1 hPa
9/2/2018,4:24 PM,29.6 °C,76 %,1014.1 hPa
9/2/2018,4:28 PM,29.7 °C,74 %,1014.1 hPa
9/2/2018,4:34 PM,29.4 °C,75 %,1014.1 hPa
9/2/2018,4:39 PM,29.5 °C,75 %,1014.1 hPa
9/2/2018,4:44 PM,29.6 °C,74 %,1014.1 hPa
9/2/2018,4:49 PM,29.6 °C,73 %,1014.1 hPa
9/2/2018,4:54 PM,29.7 °C,73 %,1014.1 hPa
9/2/2018,4:59 PM,29.8 °C,73 %,1014.1 hPa
9/2/2018,5:04 PM,29.7 °C,74 %,1014.1 hPa
9/2/2018,5:09 PM,29.5 °C,74 %,1014.1 hPa
9/2/2018,5:14 PM,29.7 °C,74 %,1014.1 hPa
9/2/2018,5:19 PM,29.6 °C,75 %,1014.1 hPa
9/2/2018,5:24 PM,29.7 °C,74 %,1014.1 hPa
9/2/2018,5:28 PM,29.6 °C,75 %,1014.1 hPa
9/2/2018,5:34 PM,29.3 °C,76 %,1014.1 hPa
9/2/2018,5:39 PM,29.3 °C,76 %,1014.1 hPa
9/2/2018,5:44 PM,29 °C,75 %,1014.1 hPa
9/2/2018,5:49 PM,29.2 °C,75 %,1014.1 hPa
9/2/2018,5:54 PM,29.2 °C,75 %,1014.1 hPa
9/2/2018,5:59 PM,29.2 °C,76 %,1014.1 hPa
9/2/2018,6:04 PM,29.2 °C,75 %,1013.8 hPa
9/2/2018,6:09 PM,29.1 °C,75 %,1014.1 hPa
9/2/2018,6:14 PM,28.8 °C,76 %,1014.1 hPa
9/2/2018,6:19 PM,28.6 °C,78 %,1014.1 hPa
9/2/2018,6:24 PM,28.5 °C,78 %,1014.1 hPa
9/2/2018,6:29 PM,28.4 °C,79 %,1014.4 hPa
9/2/2018,6:34 PM,28.3 °C,80 %,1014.4 hPa
9/2/2018,6:39 PM,28.3 °C,79 %,1014.4 hPa
9/2/2018,6:44 PM,28.4 °C,78 %,1014.4 hPa
9/2/2018,6:49 PM,28.3 °C,78 %,1014.4 hPa
9/2/2018,6:54 PM,28.3 °C,79 %,1014.4 hPa
9/2/2018,6:59 PM,28.3 °C,79 %,1014.4 hPa
9/2/2018,7:04 PM,28.2 °C,79 %,1014.4 hPa
9/2/2018,7:09 PM,28.3 °C,79 %,1014.4 hPa
9/2/2018,7:12 PM,28.3 °C,80 %,1014.4 hPa
9/2/2018,7:19 PM,28.2 °C,80 %,1014.8 hPa
9/2/2018,7:24 PM,28.2 °C,80 %,1014.8 hPa
9/2/2018,7:29 PM,28.2 °C,79 %,1014.8 hPa
9/2/2018,7:34 PM,28.2 °C,79 %,1014.8 hPa
9/2/2018,7:39 PM,28.2 °C,79 %,1015.1 hPa
9/2/2018,7:44 PM,28.2 °C,79 %,1015.1 hPa
9/2/2018,7:49 PM,28.2 °C,78 %,1015.1 hPa
9/2/2018,7:54 PM,28.2 °C,79 %,1015.1 hPa
9/2/2018,7:59 PM,28.3 °C,78 %,1015.1 hPa
9/2/2018,8:04 PM,28.2 °C,79 %,1015.1 hPa
9/2/2018,8:09 PM,28.2 °C,79 %,1015.5 hPa
9/2/2018,8:14 PM,28.2 °C,81 %,1015.5 hPa
9/2/2018,8:19 PM,28.2 °C,79 %,1015.5 hPa
9/2/2018,8:24 PM,28.2 °C,78 %,1015.5 hPa
9/2/2018,8:29 PM,28.2 °C,78 %,1015.5 hPa
9/2/2018,8:34 PM,28.2 °C,79 %,1015.8 hPa
9/2/2018,8:39 PM,28.3 °C,79 %,1015.8 hPa
9/2/2018,8:44 PM,28.2 °C,80 %,1015.8 hPa
9/2/2018,8:49 PM,28.2 °C,81 %,1015.8 hPa
9/2/2018,8:54 PM,28.2 °C,80 %,1015.8 hPa
9/2/2018,8:59 PM,27.6 °C,84 %,1015.8 hPa
9/2/2018,9:04 PM,27.5 °C,84 %,1016.1 hPa
9/2/2018,9:09 PM,27.5 °C,84 %,1016.1 hPa
9/2/2018,9:14 PM,27.6 °C,83 %,1016.1 hPa
9/2/2018,9:19 PM,27.8 °C,82 %,1016.1 hPa
9/2/2018,9:23 PM,27.9 °C,82 %,1016.1 hPa
9/2/2018,9:29 PM,27.9 °C,82 %,1016.5 hPa
9/2/2018,9:34 PM,27.4 °C,81 %,1016.5 hPa
9/2/2018,9:39 PM,27.3 °C,82 %,1016.5 hPa
9/2/2018,9:44 PM,27.4 °C,84 %,1016.5 hPa
9/2/2018,9:49 PM,27.6 °C,84 %,1016.5 hPa
9/2/2018,9:54 PM,27.7 °C,84 %,1016.5 hPa
9/2/2018,9:59 PM,27.8 °C,83 %,1016.5 hPa
9/2/2018,10:04 PM,27.8 °C,83 %,1016.1 hPa
9/2/2018,10:09 PM,27.8 °C,82 %,1016.5 hPa
9/2/2018,10:14 PM,27.9 °C,83 %,1016.5 hPa
9/2/2018,10:19 PM,27.8 °C,82 %,1016.5 hPa
9/2/2018,10:24 PM,27.9 °C,83 %,1016.5 hPa
9/2/2018,10:29 PM,27.9 °C,82 %,1016.5 hPa
9/2/2018,10:34 PM,27.9 °C,82 %,1016.5 hPa
9/2/2018,10:39 PM,27.9 °C,82 %,1016.1 hPa
9/2/2018,10:44 PM,27.9 °C,81 %,1016.5 hPa
9/2/2018,10:49 PM,27.9 °C,82 %,1016.1 hPa
9/2/2018,10:54 PM,27.9 °C,83 %,1016.1 hPa
9/2/2018,10:59 PM,27.8 °C,83 %,1016.1 hPa
9/2/2018,11:04 PM,27.8 °C,81 %,1016.1 hPa
9/2/2018,11:09 PM,27.9 °C,82 %,1016.1 hPa
9/2/2018,11:14 PM,27.9 °C,82 %,1016.1 hPa
9/2/2018,11:19 PM,27.9 °C,82 %,1016.1 hPa
9/2/2018,11:24 PM,27.9 °C,81 %,1016.1 hPa
9/2/2018,11:29 PM,27.9 °C,82 %,1015.8 hPa
9/2/2018,11:34 PM,27.9 °C,81 %,1015.8 hPa
9/2/2018,11:39 PM,27.9 °C,81 %,1015.8 hPa
9/2/2018,11:44 PM,27.9 °C,82 %,1015.8 hPa
9/2/2018,11:49 PM,27.7 °C,83 %,1015.8 hPa
9/2/2018,11:54 PM,27.6 °C,83 %,1015.8 hPa
9/2/2018,11:59 PM,27.7 °C,84 %,1015.8 hPa
